,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
1743801,30/06/2017 6:50,30/06/2017 6:55,303.191,Iwo Jima Memorial/N Meade & 14th St N,N Rhodes & 16th St N,Subscriber
1017335,1/05/2017 6:12,1/05/2017 7:24,4298.546,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,4th & C St SW,Customer
334677,21/02/2017 18:53,21/02/2017 18:56,223.966,Adams Mill & Columbia Rd NW,20th St & Florida Ave NW,Subscriber
903820,21/04/2017 3:22,21/04/2017 3:28,409.592,14th & Irving St NW,14th & Upshur St NW,Subscriber
1597371,19/06/2017 12:55,19/06/2017 1:01,402.151,17th & K St NW / Farragut Square,23rd & E St NW ,Subscriber
520001,18/03/2017 15:38,18/03/2017 15:50,745.791,4th St & Madison Dr NW,L'Enfant Plaza / 7th & C St SW,Customer
912382,21/04/2017 9:22,21/04/2017 9:26,214.459,11th & S St NW,14th & Rhode Island Ave NW,Subscriber
1116154,10/05/2017 7:37,10/05/2017 7:50,760.456,8th & O St NW,17th & G St NW,Subscriber
1374691,2/06/2017 8:00,2/06/2017 8:05,296.63,4th & M St SW,4th & E St SW,Subscriber
1681878,26/06/2017 4:19,26/06/2017 4:34,893.014,Convention Center / 7th & M St NW,10th & Florida Ave NW,Subscriber
284966,16/02/2017 17:36,16/02/2017 17:47,648.275,1st & K St SE,D St & Maryland Ave NE,Subscriber
1275695,25/05/2017 2:16,25/05/2017 3:15,3561.129,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,New York Ave & 15th St NW,Customer
153581,28/01/2017 14:48,28/01/2017 15:09,1246.741,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Metro Center / 12th & G St NW,Subscriber
350873,23/02/2017 14:04,23/02/2017 15:32,5257.168,Lincoln Memorial,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1185975,17/05/2017 7:01,17/05/2017 7:12,665.052,20th St & Florida Ave NW,New Hampshire Ave & 24th St NW,Subscriber
1447803,8/06/2017 5:28,8/06/2017 5:37,542.098,Van Ness Metro / UDC,Connecticut & Nebraska Ave NW,Subscriber
1605150,20/06/2017 7:35,20/06/2017 7:50,899.905,13th & H St NE,Washington & Independence Ave SW/HHS,Subscriber
49103,11/01/2017 19:48,11/01/2017 20:03,920.806,Smithsonian-National Mall / Jefferson Dr & 12th St SW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
436604,6/03/2017 8:28,6/03/2017 8:36,501.764,20th & O St NW / Dupont South,23rd & E St NW ,Customer
63429,13/01/2017 15:45,13/01/2017 15:46,74.315,Offutt Ln & Chevy Chase Dr,Offutt Ln & Chevy Chase Dr,Customer
1561998,16/06/2017 10:42,16/06/2017 12:13,5482.408,Lincoln Memorial,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1205902,19/05/2017 2:00,19/05/2017 2:03,179.495,10th St & L'Enfant Plaza SW,USDA / 12th & Independence Ave SW,Subscriber
254139,11/02/2017 21:34,11/02/2017 21:49,891.659,12th & U St NW,Eckington Pl & Q St NE,Subscriber
502233,15/03/2017 19:08,15/03/2017 19:12,229.875,7th & T St NW,8th & O St NW,Subscriber
1703118,27/06/2017 8:08,27/06/2017 8:23,900.943,Eckington Pl & Q St NE,10th & K St NW,Subscriber
1299883,27/05/2017 5:38,27/05/2017 6:36,3507.617,14th & D St NW / Ronald Reagan Building,17th St & Independence Ave SW,Customer
880732,19/04/2017 5:08,19/04/2017 5:15,407.048,1st & M St NE,8th & F St NE,Subscriber
1111885,10/05/2017 5:21,10/05/2017 5:38,992.59,North Capitol St & F St NW,Hamlin & 7th St NE,Subscriber
1295562,27/05/2017 1:08,27/05/2017 1:27,1158.578,M St & Pennsylvania Ave NW,8th & D St NW,Subscriber
26633,6/01/2017 17:08,6/01/2017 17:15,454.112,1st & Rhode Island Ave NW,7th & R St NW / Shaw Library,Subscriber
173305,31/01/2017 18:43,31/01/2017 18:48,283.225,19th & G St NW,18th & M St NW,Subscriber
251053,11/02/2017 14:44,11/02/2017 14:53,517.742,18th St & Pennsylvania Ave NW,15th & P St NW,Customer
883148,19/04/2017 6:37,19/04/2017 6:54,1025.853,Florida Ave & R St NW,Massachusetts Ave & Dupont Circle NW,Customer
1367959,2/06/2017 3:28,2/06/2017 3:40,718.202,New Jersey Ave & R St NW,18th & R St NW,Subscriber
1466726,9/06/2017 7:53,9/06/2017 7:59,398.835,15th & W St NW,20th St & Florida Ave NW,Subscriber
568744,24/03/2017 13:08,24/03/2017 14:50,6109.223,Jefferson Dr & 14th St SW,Jefferson Dr & 14th St SW,Customer
651881,1/04/2017 6:28,1/04/2017 6:47,1104.297,20th St & Florida Ave NW,3rd & H St NE,Customer
227660,8/02/2017 8:26,8/02/2017 8:31,292.959,17th & Corcoran St NW,17th & K St NW,Subscriber
660775,2/04/2017 3:46,2/04/2017 3:58,711.578,11th & Kenyon St NW,17th St & Massachusetts Ave NW,Subscriber
1193589,18/05/2017 2:30,18/05/2017 2:33,174.649,19th St & Constitution Ave NW,20th St & Virginia Ave NW,Subscriber
1463354,9/06/2017 5:45,9/06/2017 5:52,387.676,Takoma Metro,Carroll & Ethan Allen Ave,Subscriber
1512804,13/06/2017 3:42,13/06/2017 3:48,417.051,New York Ave & 15th St NW,8th & F St NW,Subscriber
471755,9/03/2017 17:31,9/03/2017 17:54,1381.575,4th & M St SW,3rd & D St SE,Customer
1550311,15/06/2017 11:43,15/06/2017 11:58,923.119,Lincoln Memorial,4th & C St SW,Customer
1215401,19/05/2017 9:22,19/05/2017 10:26,3789.397,Montgomery & East Ln,34th & Water St NW,Customer
817188,14/04/2017 7:37,14/04/2017 7:43,364.041,New Jersey Ave & R St NW,14th & R St NW,Subscriber
1178404,16/05/2017 10:33,16/05/2017 10:57,1443.443,12th & Army Navy Dr,Jefferson Memorial,Customer
246396,10/02/2017 18:02,10/02/2017 18:24,1356.81,19th & L St NW,Florida Ave & R St NW,Subscriber
1144281,14/05/2017 3:38,14/05/2017 4:06,1664.034,Smithsonian-National Mall / Jefferson Dr & 12th St SW,17th St & Independence Ave SW,Customer
1580220,18/06/2017 4:37,18/06/2017 4:47,590.906,Court House Metro / 15th & N Uhle St ,Virginia Square Metro / N Monroe St & 9th St N,Subscriber
599716,27/03/2017 9:16,27/03/2017 9:26,572.401,20th & L St NW,15th & K St NW,Subscriber
416227,2/03/2017 18:01,2/03/2017 18:09,463.22,15th & L St NW,12th & U St NW,Subscriber
1247467,22/05/2017 5:52,22/05/2017 6:04,723.523,Wisconsin Ave & Newark St NW,Adams Mill & Columbia Rd NW,Subscriber
814222,14/04/2017 5:43,14/04/2017 5:50,425.43,Columbus Circle / Union Station,3rd St & Pennsylvania Ave SE,Subscriber
1297858,27/05/2017 3:15,27/05/2017 3:39,1413.527,3rd St & Pennsylvania Ave SE,10th St & Constitution Ave NW,Customer
246669,10/02/2017 18:28,10/02/2017 18:34,395.302,Tenleytown / Wisconsin Ave & Albemarle St NW,Wisconsin Ave & Newark St NW,Subscriber
211598,6/02/2017 15:30,6/02/2017 15:38,506.374,Wisconsin Ave & O St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1397378,4/06/2017 3:48,4/06/2017 5:58,7804.138,8th & H St NW,8th & H St NW,Customer
1390577,3/06/2017 10:14,3/06/2017 10:24,618.159,14th & R St NW,20th St & Florida Ave NW,Subscriber
1582362,18/06/2017 7:24,18/06/2017 7:38,813.434,Franklin & S Washington St,Braddock Rd Metro,Customer
525087,19/03/2017 13:15,19/03/2017 19:37,22940.146,Lincoln Memorial,Lincoln Memorial,Customer
943913,25/04/2017 10:40,25/04/2017 10:48,460.691,Potomac & Pennsylvania Ave SE,3rd & D St SE,Subscriber
410813,2/03/2017 7:33,2/03/2017 7:47,803.05,Columbus Circle / Union Station,14th & D St NW / Ronald Reagan Building,Subscriber
213815,6/02/2017 18:06,6/02/2017 18:35,1774.538,Kennedy Center,13th & D St NE,Subscriber
19400,5/01/2017 13:02,5/01/2017 13:06,197.296,Eastern Market Metro / Pennsylvania Ave & 7th St SE,3rd & G St SE,Subscriber
1253016,23/05/2017 1:48,23/05/2017 1:51,198.398,14th & L St NW,14th & Rhode Island Ave NW,Subscriber
922786,23/04/2017 3:26,23/04/2017 3:39,806.669,14th & Belmont St NW,Kennedy Center,Customer
1354017,1/06/2017 3:28,1/06/2017 3:36,475.668,New Hampshire Ave & 24th St NW,M St & Pennsylvania Ave NW,Customer
1287647,26/05/2017 6:10,26/05/2017 6:20,607.393,22nd & P ST NW,34th & Water St NW,Subscriber
311423,19/02/2017 14:55,19/02/2017 16:30,5730.339,Henry Bacon Dr & Lincoln Memorial Circle NW,Columbus Circle / Union Station,Customer
773894,11/04/2017 8:37,11/04/2017 8:52,937.356,5th St & Massachusetts Ave NW,21st St & Pennsylvania Ave NW,Subscriber
1188567,17/05/2017 8:19,17/05/2017 8:29,574.006,15th & F St NE,Columbus Circle / Union Station,Subscriber
1520261,13/06/2017 8:29,13/06/2017 8:35,376.668,4th & D St NW / Judiciary Square,4th & C St SW,Subscriber
425324,4/03/2017 8:54,4/03/2017 8:59,271.061,17th & Corcoran St NW,20th St & Florida Ave NW,Subscriber
1521233,13/06/2017 9:03,13/06/2017 9:09,378.659,Thomas Circle,18th & R St NW,Subscriber
1169499,16/05/2017 5:08,16/05/2017 5:11,137.846,Adams Mill & Columbia Rd NW,Calvert St & Woodley Pl NW,Subscriber
794872,13/04/2017 3:55,13/04/2017 4:00,317.453,4th & C St SW,4th & M St SW,Subscriber
1610834,20/06/2017 12:05,20/06/2017 1:15,4192.635,15th & K St NW,15th & K St NW,Customer
876970,18/04/2017 11:25,18/04/2017 11:38,771.017,1st & Washington Hospital Center NW,3rd & H St NW,Subscriber
1347880,31/05/2017 8:11,31/05/2017 8:19,489.02,Eastern Market / 7th & North Carolina Ave SE,1st & N St  SE,Subscriber
1005268,30/04/2017 6:18,30/04/2017 6:31,775.021,3rd & H St NE,1st & K St SE,Subscriber
1536165,14/06/2017 11:11,14/06/2017 11:38,1649.802,Henry Bacon Dr & Lincoln Memorial Circle NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1278103,25/05/2017 5:25,25/05/2017 5:30,288.115,11th & F St NW,5th & F St NW,Subscriber
1593717,19/06/2017 8:19,19/06/2017 8:26,387.528,M St & Pennsylvania Ave NW,US Dept of State / Virginia Ave & 21st St NW,Subscriber
562747,23/03/2017 17:19,23/03/2017 17:29,561.224,4th & W St NE,1st & Rhode Island Ave NW,Subscriber
1127389,12/05/2017 4:25,12/05/2017 4:30,279.159,17th & Corcoran St NW,17th & K St NW,Subscriber
1140959,14/05/2017 1:04,14/05/2017 1:22,1040.007,14th & D St NW / Ronald Reagan Building,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Customer
1606020,20/06/2017 7:58,20/06/2017 8:11,740.425,10th & U St NW,17th & G St NW,Subscriber
182740,1/02/2017 21:53,1/02/2017 21:59,347.56,1st & K St SE,4th & M St SW,Subscriber
1226072,20/05/2017 7:15,20/05/2017 7:30,881.795,M St & Pennsylvania Ave NW,16th & K St NW,Customer
654320,1/04/2017 10:25,1/04/2017 10:38,814.056,1st & H St NW,4th & M St SW,Subscriber
631723,29/03/2017 21:03,29/03/2017 21:11,462.927,17th & Corcoran St NW,14th & Belmont St NW,Subscriber
1240826,21/05/2017 10:23,21/05/2017 10:38,851.44,10th & E St NW,North Capitol St & F St NW,Customer
907401,21/04/2017 6:09,21/04/2017 6:28,1140.854,Fessenden St & Wisconsin Ave NW,3000 Connecticut Ave NW / National Zoo,Subscriber
146324,27/01/2017 10:15,27/01/2017 10:23,458.734,20th St & Florida Ave NW,21st St & Pennsylvania Ave NW,Subscriber
1544307,15/06/2017 7:13,15/06/2017 7:32,1139.198,New Jersey Ave & R St NW,10th & E St NW,Subscriber
450331,7/03/2017 17:38,7/03/2017 17:53,909.939,Court House Metro / 15th & N Uhle St ,25th St & Pennsylvania Ave NW,Subscriber
1614218,21/06/2017 5:03,21/06/2017 5:26,1414.582,4th St & Madison Dr NW,1st & M St NE,Customer
1314461,28/05/2017 10:44,28/05/2017 11:00,982.476,3rd St & Pennsylvania Ave SE,M St & Delaware Ave NE,Customer
667709,2/04/2017 10:40,2/04/2017 10:41,112.486,10th & G St NW,8th & F St NW,Subscriber
1571925,17/06/2017 8:54,17/06/2017 9:22,1702.253,8th & F St NE,8th & F St NE,Subscriber
1564448,17/06/2017 1:43,17/06/2017 1:53,621.091,Convention Center / 7th & M St NW,14th & V St NW,Subscriber
744619,9/04/2017 9:08,9/04/2017 9:22,839.288,7th & T St NW,14th & Rhode Island Ave NW,Customer
1736891,29/06/2017 11:48,29/06/2017 11:56,472.201,16th & Irving St NW,20th St & Florida Ave NW,Subscriber
635936,30/03/2017 12:02,30/03/2017 12:32,1769.369,Jefferson Memorial,17th St & Independence Ave SW,Customer
865872,18/04/2017 3:21,18/04/2017 3:36,918.15,M St & New Jersey Ave SE,Columbus Circle / Union Station,Subscriber
385669,27/02/2017 7:31,27/02/2017 7:44,753.678,New Hampshire Ave & T St NW,14th St & New York Ave NW,Subscriber
1540054,15/06/2017 4:50,15/06/2017 5:17,1602.485,Jefferson Dr & 14th St SW,17th St & Independence Ave SW,Customer
1224438,20/05/2017 5:41,20/05/2017 5:50,547.419,14th & Belmont St NW,Columbia Rd & Belmont St NW,Subscriber
1311284,28/05/2017 7:07,28/05/2017 7:14,406.071,Convention Center / 7th & M St NW,14th & R St NW,Subscriber
285681,16/02/2017 18:29,16/02/2017 18:38,547.447,21st & M St NW,11th & M St NW,Subscriber
1175512,16/05/2017 8:15,16/05/2017 8:24,540.538,1st & Rhode Island Ave NW,7th & R St NW / Shaw Library,Subscriber
850532,16/04/2017 10:22,16/04/2017 10:35,749.814,Massachusetts Ave & Dupont Circle NW,19th St & Pennsylvania Ave NW,Customer
1352732,1/06/2017 1:24,1/06/2017 1:44,1224.071,Thomas Circle,8th & H St NW,Customer
386693,27/02/2017 8:40,27/02/2017 9:00,1198.343,2nd & G St NE,17th & G St NW,Subscriber
512146,17/03/2017 16:34,17/03/2017 16:42,498.939,10th & K St NW,Thomas Circle,Subscriber
644652,31/03/2017 17:14,31/03/2017 17:19,307.199,1st & K St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
782578,12/04/2017 5:33,12/04/2017 5:41,526.778,3rd & G St SE,2nd St & Massachusetts Ave NE,Subscriber
1702322,27/06/2017 7:48,27/06/2017 8:19,1856.213,M St & Delaware Ave NE,3rd & G St SE,Subscriber
702153,5/04/2017 7:42,5/04/2017 7:56,809.681,13th & D St NE,10th St & Constitution Ave NW,Subscriber
1545836,15/06/2017 7:59,15/06/2017 8:02,200.986,Norfolk Ave & Fairmont St,Battery Ln & Trolley Trail,Subscriber
1104501,9/05/2017 8:23,9/05/2017 8:28,299.746,Eads St & 15th St S,12th & Army Navy Dr,Customer
755647,10/04/2017 6:33,10/04/2017 6:34,82.565,17th St & Independence Ave SW,17th St & Independence Ave SW,Customer
824568,15/04/2017 1:22,15/04/2017 1:38,958.268,17th & Corcoran St NW,North Capitol St & F St NW,Subscriber
1626962,22/06/2017 3:36,22/06/2017 3:56,1174.566,15th St & Constitution Ave NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
1284077,26/05/2017 3:19,26/05/2017 3:31,745.501,Metro Center / 12th & G St NW,Rhode Island & Connecticut Ave NW,Subscriber
319932,20/02/2017 12:00,20/02/2017 12:14,876.647,New Jersey Ave & R St NW,10th St & Constitution Ave NW,Customer
524463,19/03/2017 12:03,19/03/2017 12:35,1898.229,Massachusetts Ave & Dupont Circle NW,6th St & Indiana Ave NW,Customer
432235,5/03/2017 13:28,5/03/2017 13:40,711.512,8th & O St NW,New Hampshire Ave & T St NW,Subscriber
1393865,3/06/2017 12:46,3/06/2017 1:08,1281.238,15th & P St NW,4th & E St SW,Subscriber
1144901,14/05/2017 4:10,14/05/2017 4:31,1227.11,1st & K St SE,L'Enfant Plaza / 7th & C St SW,Customer
1142273,14/05/2017 2:05,14/05/2017 2:12,373.698,23rd & Crystal Dr,12th & Army Navy Dr,Subscriber
1479462,10/06/2017 7:04,10/06/2017 7:25,1222.273,Henry Bacon Dr & Lincoln Memorial Circle NW,31st & Water St NW,Customer
496410,13/03/2017 17:52,13/03/2017 17:58,318.405,Clarendon Metro / Wilson Blvd & N Highland St,Central Library / N Quincy St & 10th St N,Subscriber
484463,11/03/2017 14:41,11/03/2017 14:55,841.225,9th & Upshur St NW,14th & V St NW,Subscriber
1324861,29/05/2017 7:57,29/05/2017 8:22,1476.221,Lincoln Memorial,15th & K St NW,Customer
1208267,19/05/2017 4:56,19/05/2017 5:08,715.801,21st & I St NW,18th & R St NW,Subscriber
948310,26/04/2017 5:49,26/04/2017 6:01,764.651,New Hampshire Ave & T St NW,14th & D St NW / Ronald Reagan Building,Subscriber
1233483,21/05/2017 1:56,21/05/2017 2:22,1594.709,14th & D St NW / Ronald Reagan Building,17th St & Independence Ave SW,Customer
1085648,8/05/2017 3:07,8/05/2017 3:18,645.05,1st & N St  SE,4th & M St SW,Subscriber
1053191,4/05/2017 5:23,4/05/2017 5:43,1167.916,8th & D St NW,15th St & Massachusetts Ave SE,Subscriber
1234789,21/05/2017 3:10,21/05/2017 3:24,837.743,14th & V St NW,Convention Center / 7th & M St NW,Subscriber
989534,29/04/2017 4:58,29/04/2017 5:14,952.106,4th & C St SW,Eastern Market / 7th & North Carolina Ave SE,Customer
1517664,13/06/2017 7:12,13/06/2017 7:24,688.116,12th & Irving St NE,M St & Delaware Ave NE,Subscriber
1269883,24/05/2017 7:35,24/05/2017 7:57,1280.724,4th & M St SW,Columbus Circle / Union Station,Subscriber
1619759,21/06/2017 7:55,21/06/2017 8:03,487.018,Lynn & 19th St North,37th & O St NW / Georgetown University,Subscriber
82527,17/01/2017 18:17,17/01/2017 18:20,152.415,Convention Center / 7th & M St NW,11th & M St NW,Subscriber
889832,20/04/2017 1:06,20/04/2017 1:09,193.797,17th & K St NW / Farragut Square,17th & G St NW,Subscriber
1700053,27/06/2017 6:37,27/06/2017 6:51,796.199,14th St & Colorado Ave NW,Fort Totten Metro,Subscriber
103443,20/01/2017 19:12,20/01/2017 19:24,706.002,17th & Corcoran St NW,Metro Center / 12th & G St NW,Subscriber
1643435,23/06/2017 5:57,23/06/2017 6:03,367.683,8th & D St NW,4th St & Madison Dr NW,Subscriber
377292,25/02/2017 17:41,25/02/2017 18:09,1698.999,10th St & Constitution Ave NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
24892,6/01/2017 10:58,6/01/2017 11:04,316.733,Fessenden St & Wisconsin Ave NW,Tenleytown / Wisconsin Ave & Albemarle St NW,Subscriber
1249394,22/05/2017 7:28,22/05/2017 7:39,682.029,14th & Rhode Island Ave NW,20th & O St NW / Dupont South,Customer
323548,20/02/2017 15:46,20/02/2017 16:02,954.326,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,17th & K St NW / Farragut Square,Subscriber
479402,10/03/2017 16:49,10/03/2017 16:56,418.605,New Jersey Ave & R St NW,14th & R St NW,Subscriber
1386868,3/06/2017 6:47,3/06/2017 6:59,714.134,14th & G St NW,16th & K St NW,Customer
1313713,28/05/2017 10:04,28/05/2017 10:12,479.674,Constitution Ave & 2nd St NW/DOL,6th St & Indiana Ave NW,Customer
939814,25/04/2017 6:41,25/04/2017 6:52,657.684,M St & Pennsylvania Ave NW,20th St & Florida Ave NW,Subscriber
918040,22/04/2017 8:57,22/04/2017 9:02,311.744,17th & Corcoran St NW,14th & V St NW,Subscriber
1173848,16/05/2017 7:29,16/05/2017 7:35,351.876,Lincoln Park / 13th & East Capitol St NE ,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1540611,15/06/2017 5:13,15/06/2017 5:25,714.267,11th & O St NW,1st & Rhode Island Ave NW,Subscriber
1126461,12/05/2017 2:40,12/05/2017 2:46,385.164,19th St & Pennsylvania Ave NW,13th St & New York Ave NW,Subscriber
1478971,10/06/2017 6:32,10/06/2017 6:37,276.925,4th & East Capitol St NE,1st & D St SE,Subscriber
377671,25/02/2017 18:39,25/02/2017 18:57,1084.419,3rd St & Pennsylvania Ave SE,Jefferson Dr & 14th St SW,Subscriber
37186,10/01/2017 7:23,10/01/2017 7:28,315.303,Jefferson Dr & 14th St SW,21st St & Constitution Ave NW,Subscriber
1059239,4/05/2017 9:03,4/05/2017 9:15,728.481,Columbus Circle / Union Station,17th & K St NW / Farragut Square,Subscriber
1049717,3/05/2017 12:41,3/05/2017 2:28,6390.027,Lincoln Memorial,Washington & Independence Ave SW/HHS,Customer
591209,26/03/2017 0:10,26/03/2017 0:38,1708.37,17th & K St NW / Farragut Square,Neal St & Trinidad Ave NE,Subscriber
482911,11/03/2017 11:02,11/03/2017 11:09,407.957,16th & Harvard St NW,14th & V St NW,Subscriber
1514776,13/06/2017 5:37,13/06/2017 5:41,292.01,1st & N St  SE,4th & M St SW,Subscriber
474932,9/03/2017 21:07,9/03/2017 21:12,265.69,18th & R St NW,17th St & Massachusetts Ave NW,Subscriber
1536927,14/06/2017 12:25,14/06/2017 12:46,1227.091,22nd & P ST NW,37th & O St NW / Georgetown University,Customer
175286,1/02/2017 7:11,1/02/2017 7:25,873.539,3rd & Elm St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1515577,13/06/2017 6:03,13/06/2017 6:32,1742.505,18th & Eads St.,Duke St & John Carlyle St,Subscriber
464749,9/03/2017 8:10,9/03/2017 8:41,1871.78,Lamont & Mt Pleasant NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
934177,24/04/2017 8:02,24/04/2017 8:11,537.306,5th & Kennedy St NW,Fort Totten Metro,Subscriber
480993,10/03/2017 19:19,10/03/2017 19:24,308.882,Takoma Metro,Maple & Ritchie Ave,Subscriber
511364,17/03/2017 15:04,17/03/2017 15:28,1436.951,8th & O St NW,4th St & Madison Dr NW,Customer
1452259,8/06/2017 7:46,8/06/2017 8:02,955.007,11th & Kenyon St NW,14th St & New York Ave NW,Subscriber
919359,22/04/2017 11:22,22/04/2017 1:01,5925.707,Columbus Circle / Union Station,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
371855,25/02/2017 9:53,25/02/2017 10:01,486.386,Columbia Rd & Belmont St NW,Lamont & Mt Pleasant NW,Subscriber
459788,8/03/2017 17:36,8/03/2017 17:40,237.264,26th & S Clark St,15th & Crystal Dr,Subscriber
1593508,19/06/2017 8:12,19/06/2017 8:25,748.624,North Capitol St & F St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1649118,23/06/2017 10:00,23/06/2017 10:03,225.843,North Capitol St & G Pl NE,Columbus Circle / Union Station,Customer
185743,2/02/2017 10:15,2/02/2017 10:24,518.553,11th & M St NW,14th & Belmont St NW,Subscriber
702242,5/04/2017 7:45,5/04/2017 7:52,387.254,Rhode Island Ave Metro,Eckington Pl & Q St NE,Subscriber
889369,19/04/2017 12:21,19/04/2017 12:24,196.239,14th & R St NW,11th & O St NW,Subscriber
618111,28/03/2017 19:34,28/03/2017 19:42,479.703,3rd & H St NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
1623506,21/06/2017 10:17,21/06/2017 10:45,1662.41,5th & F St NW,19th St & Constitution Ave NW,Customer
